app_id,content,score,text_clean,lexicon_score,label
com.tokopedia.tkpd,"ribet kalo soal penarikan dana pesan barang tak kunjung dikirim seller. pembatalan barang, uang masuk saldo tokped. giliran ditarik susah banget, harus download gopay, pake bank lain ada minimal penarikan. ribet sumpah ribet.",1,ribet kalo soal tari dana pesan barang tak kunjung kirim seller batal barang uang masuk saldo tokped gilir tarik susah banget download gopay pakai bank minimal tari ribet sumpah ribet,-23,negatif
com.tokopedia.tkpd,"mau pesan, diskon tidak berlaku terus hilang semua",1,mau pesan diskon tidak laku terus hilang semua,-14,negatif
com.tokopedia.tkpd,hadehh,1,hadehh,0,negatif
com.tokopedia.tkpd,apa nih orang baru download ko langsung dikasih harga normal gak kayak di shopee baru download langsung dikasih harga murah(4000 semua)ini engga😠,1,apa nih orang baru download kok langsung kasih harga normal enggak kayak shopee baru download langsung kasih harga murah semua enggak marah,-5,negatif
com.tokopedia.tkpd,"proses cepat, harga terjangkau",5,proses cepat harga jangkau,1,positif
com.tokopedia.tkpd,perdana belan di aplikasi seratan ini sangat lah buruk gue gak bakalan mau belanja disini lagi paketnya rusak sitem pengambalian dana juga gak ada,1,perdana belan aplikasi serat sangat lah buruk gue enggak bakal mau belanja sini paket rusak sitem pengambalian dana enggak,-14,negatif
com.tokopedia.tkpd,"harga awal sama harga mau pesanan beda, diskonnya ga ada",1,harga awal sama harga mau pesan beda diskon enggak,3,positif
com.tokopedia.tkpd,uuu toko pedia sekarang uda gak aman belanja online hati2 kawan 2 karna banyak bermasalah ya hati2,5,uu toko dia sekarang enggak aman belanja online hati kawan banyak masalah hati,-17,negatif
com.tokopedia.tkpd,Sangat membantu,5,sangat bantu,-9,negatif
com.tokopedia.tkpd,lah gangguan mulu,1,lah ganggu mulu,-5,negatif
com.tokopedia.tkpd,"jangan transaksi di tokped, sering di tahan saldonya",5,jangan transaksi tokped sering tahan saldo,4,positif
com.tokopedia.tkpd,paling keren,5,paling keren,0,negatif
com.tokopedia.tkpd,"dana ku lama di kembalikan, aku tidak tahu dikembalikan apa tidak. proses nya kenapa lama",1,dana ku lama kembali aku tidak tahu kembali apa tidak proses nya lama,-21,negatif
com.tokopedia.tkpd,Tolong Hapus Otomatis Produk Yang Tidak Tersedia / Sudah Habis Terjual.. Itu Sangat Menganggu,3,hapus otomatis produk tidak sedia habis jual sangat menganggu,-7,negatif
com.tokopedia.tkpd,ada diskon nya dll,5,diskon nya,2,positif
com.tokopedia.tkpd,"notifikasi itu jangan tiap jam lag taik, Tengah malam juga di kirimin notifikasi",1,notifikasi jangan tiap jam lag tahi tengah malam kirim notifikasi,-5,negatif
com.tokopedia.tkpd,"sudah habis sabar ku, tiap mau lihat saldo selalu dibikin frustasi dimana letaknya. kenapa sih g ditaruh ditempat yang mudah terlihat saja",1,habis sabar ku tiap mau lihat saldo selalu bikin frustasi letak sih enggak taruh tempat mudah lihat,6,positif
com.tokopedia.tkpd,alhamdulillah terbantu sekali biar bintang yang berbicara,5,alhamdulillah bantu sekali biar bintang bicara,-3,negatif
com.tokopedia.tkpd,"sebagian oknum orang dalam toped termasuk admin, IT apalagi IT yg seminggu sekali laporan ke kantor sisanya kerja dirumah terlibat dalam penipuan dengan kedok buat toko palsu seperti toko suryani shop,,,logikanya kok bisa penjual membatalkan pesanan saya kapal api mix 1dus dngn alasan jasa kirim sdh tdk beroperasi terus memberikan link ganti jasa kirim atau pesan ulang melalui scan barcode qris,,,padahal saya sudah membayar pakai gopay,,,sampai sekarang uang saya belum kembali",1,bagi oknum orang toped masuk admin minggu sekali lapor kantor sisa kerja rumah libat tipu kedok buat toko palsu toko suryani shop logika kok jual batal pesan kapal api mix dus dngn alas jasa kirim tidak operasi terus beri link ganti jasa kirim pesan ulang lalu scan barcode qris padahal bayar pakai gopay sekarang uang,-16,negatif
com.tokopedia.tkpd,"PROSES REFUND DAN PENGEMBALIAN DANA LAMA, GAADA TINDAKAN CEPAT UNTUK PENJUAL YG LAMA RESPONNYA",2,proses refund kembali dana lama enggak ada tindak cepat jual lama responnya,-8,negatif
com.tokopedia.tkpd,4 bitang dulu ya soal nya lagi percobak an 😁,4,bitang dulu soal nya percobak an senang,-5,negatif
com.tokopedia.tkpd,Layanan Pengiriman pilihan lebih bervariasi lagi tapi layanan cod dari seller nya payah banget,4,layan kirim pilih lebih variasi layan cod seller nya payah banget,-2,negatif
com.tokopedia.tkpd,semoga pengiriman nya sesuai,4,moga kirim nya sesuai,6,positif
com.tokopedia.tkpd,saya suka dan trimakasih banget buat Tokopedia,5,suka trimakasih banget buat tokopedia,5,positif
com.tokopedia.tkpd,okey,5,okey,0,negatif
com.tokopedia.tkpd,sangat bermanfaat dan memudahkan utk memenuhi kebutuhan keluarga 👍👍👍😊,5,sangat manfaat mudah penuh butuh keluarga bagus bagus bagus senang,-25,negatif
com.tokopedia.tkpd,aplikasi paling lemot...,1,aplikasi paling lot,-9,negatif
com.tokopedia.tkpd,"Marketplace tolol, barang dinyatakan hilang dari ekspedisi dari customer service ini marketplace ngeyel bgt perpanjang mulu sampe lebih dari 2 minggu estimasi tiba lain kali saya saranin buat yg lain gk usah make ni marketplace",1,marketplace tolol barang nyata hilang ekspedisi customer service marketplace ngeyel banget panjang mulu lebih minggu estimasi tiba kali saran buat enggak usah pakai nih marketplace,-15,negatif
com.tokopedia.tkpd,kecewa bgt pengiriman pdlh bayar ongkir yg mhl bgt tetap telat ak saranin ke oren aj deh,1,kecewa banget kirim pdlh bayar ongkir mhl banget tetap telat aku saran oren deh,-5,negatif
com.tokopedia.tkpd,Pas di klik ke keranjang eh... stok habis ya jika stok habis jgn di masukan ke kolom pencarian. harusnya kolom pencarian barang yg ada. ngapain juga ada kolom pencarian jika barangnya tidak tersedia,1,pas klik keranjang eh stok habis stok habis jangan masuk kolom cari harus kolom cari barang kapai kolom cari barang tidak sedia,-32,negatif
com.tokopedia.tkpd,rekomendasi 👍👍,5,rekomendasi bagus bagus,-8,negatif
com.tokopedia.tkpd,"Mungkin klo ada pilihan rating dibawah Bintang 1, pasti akan saya pilih, krn dikasih Bintang 1 jg ga pantes.. Entah siapa yg bermslh, tp sepertinya antara pihak Cust Care Tokped, Penjual dan Bag Ekspedisi berkomplot.. Bag Ekspedisi nyuruh ngubah dari J&T ke JNE, Penjual batalin orderan, tp tiba² dana yg direfund malah diproses ke entah rekening siapa..coba komplain ke Cust Care berkali² ga ada respon, dan malah akun saya dinonaktifkan sama Tokped..wooii mana Solusinya..???? Jualan ga amanah !!",1,mungkin kalo pilih rating bawah bintang pilih kasih bintang enggak pantas entah siapa bermslh seperti pihak cust care tokped jual bag ekspedisi komplot bag ekspedisi nyuruh ngubah t jne jual batalin order tiba dana direfund malah proses entah rekening siapa coba komplain cust care kali enggak respon malah akun nonaktif sama tokped wooii mana solusi jual enggak amanah,-8,negatif
com.tokopedia.tkpd,"Saya gak ragu, kalo Tokopedia sangat jelek! Voucher ongkir gak ada, voucher diskon gak ada, polos! Saya cek hari ke hari gak ada tanda² kehidupan, gitu aja terus! Ditempat lain seperti Shopee/Lazada, banjir free ongkir dan voucher diskon, sedangkan Tokopedia polosan aja! Orang² yang kerja di Tokopedia males²san, gak ada kreativitas, gak ada kemauan, gitu aja terus! kenapa gak sekalian aja TUTUP! Jadi males saya belanja di Tokopedia, udah hilang mood",1,enggak ragu kalo tokopedia sangat jelek voucher ongkir enggak voucher diskon enggak polos cek hari hari enggak tanda hidup terus tempat shopee lazada banjir free ongkir voucher diskon tokopedia polos orang kerja tokopedia malas san enggak kreativitas enggak mau terus enggak sekali tutup jadi malas belanja tokopedia hilang mood,-31,negatif
com.tokopedia.tkpd,masih mau beli,5,mau beli,-4,negatif
com.tokopedia.tkpd,"per 16 April 2026 potongan 5rb per hari dihilangkan. Tetap ada biaya aplikasi walaupun sudah Langganan Plus. Harga diskon palsu, harga dinaikkan lalu diturunkan seolah-olah ada diskon, padahal harga aslinya bisa lebih murah di shopee. Terlalu lama scroll jadi lag, pencarian balik lagi ke awal. Pelanggan lama udah gak ada lagi promo atau potongan harga, semua palsu 👎👎👎👎👎",1,per april potong ribu per hari hilang tetap biaya aplikasi walaupun langgan plus harga diskon palsu harga naik lalu turun olah diskon padahal harga asli lebih murah shopee terlalu lama scroll jadi lag cari balik awal langgan lama enggak promo potong harga semua palsu buruk buruk buruk buruk buruk,-31,negatif
com.tokopedia.tkpd,"sebagai pembeli, dbandingkan oren atau tiktok shop yang satu keluarga, atau marketplace lainnya... udah paling nyaman pake Tokopedia. Thanks juga sudah membantu solusi ekspedisi anteraja yang ga nyampe"" padahal menggunakan 'sameday'.",5,beli dbandingkan oren tiktok shop satu keluarga marketplace lain paling nyaman pakai tokopedia thanks bantu solusi ekspedisi anteraja enggak padahal guna sameday,-4,negatif
com.tokopedia.tkpd,untuk sekarang sejak habis 4.4 .. mantab pokok nya tokped,5,sekarang sejak habis mantab pokok nya tokped,-6,negatif
com.tokopedia.tkpd,"Jangan bayar buatlangganan PLUS, diskonnya makin sedikit saja, malah banyak yang dihilangkan contoh diskon 5.000 setiap hari disemua produk logo PLUS juga hilang. Kacau dan main hilangin saja bikin rugi kalau kita bayar langganan PLUS.",1,jangan bayar buatlangganan plus diskon makin sedikit malah banyak hilang contoh diskon hari semua produk logo plus hilang kacau main hilang bikin rugi kalau bayar langgan plus,-22,negatif
com.tokopedia.tkpd,"bug cok, transaksi ada 3, yg nongol cuman 1, transaksi terakhir, mao bayar malah cuman 1 transaksi",2,bug cok transaksi nongol cuman transaksi akhir mau bayar malah cuman transaksi,6,positif
com.tokopedia.tkpd,toko tidak ada sistem COD jarang/langka,2,toko tidak sistem cod jarang langka,-14,negatif
com.tokopedia.tkpd,lama2 ribet mau pesan obat aja ky mau beli barang terlarang. aplikasi gak berguna,1,lama ribet mau pesan obat kaya mau beli barang larang aplikasi enggak guna,-27,negatif
com.tokopedia.tkpd,toko pedia bakal jadi langganan ku mksih,5,toko dia bakal jadi langgan ku terima kasih,-2,negatif
com.tokopedia.tkpd,iklan nya menggangu aktivitas hp ku,1,iklan nya menggangu aktivitas hp ku,0,negatif
com.tokopedia.tkpd,TOP BGT,5,top banget,6,positif
com.tokopedia.tkpd,"kenapa kebanyakan seller giliran ditanya Stock kosong tetapi produk masih terpampang di etalase,dan tolong toko/seller yang sudah tidak aktif untuk dihapus atau di nonaktifkan sementara",1,banyak seller gilir tanya stock kosong produk pampang etalase toko seller tidak aktif hapus nonaktif,-17,negatif
com.tokopedia.tkpd,keren dan sangat bermanfaat....,5,keren sangat manfaat,0,negatif
com.tokopedia.tkpd,"Aplikasi semakin lama semakin jumbo ukurannya tapi tetep aja bnyk bug, bikinlah aplikasi ringan tapi berguna jangan gede doank ukuran aplikasinya tapi bnyk bug. lagian tokopedia skrg udah pelit promo beda dengan shopee bnyk promonya. belanja di tokped barang juga sering hilang",1,aplikasi makin lama makin jumbo ukur tetap banyak bug bikin aplikasi ringan guna jangan gede doang ukur aplikasi banyak bug lagi tokopedia sekarang pelit promo beda shopee banyak promonya belanja tokped barang sering hilang,-29,negatif
com.tokopedia.tkpd,"kenapa plus akun saya cuma sampai tgl 15 april padahal plusnya masih sampai tgl 2 mei. rugi dong saya sudah belanja nominal gede cash pula dapat plus malah di potong jauh banget. udh 2 hari ini pplusnya ga ada gratis ongkir atau voucher 5rb'nya. chat cs kayanya ga ngerti, cuma ngasih jawaban templet doang. payah nih!",1,plus akun cuma tanggal april padahal plus tanggal mei rugi dong belanja nominal gede cash plus malah potong jauh banget hari pplusnya enggak gratis ongkir voucher ribu nya chat cs kaya enggak erti cuma asih jawab templet doang payah nih,-22,negatif
com.tokopedia.tkpd,"langganan Tokopedia plus, baru pake berberapa kali pake eh diskon 5k / harinya dihapus. kikirnya kok kikir banget gitu. trus gunanya apaan tokped plusnya kalau kupon diskon aja gak sesuai klaim awal, tanya call center aja jawabannya template mulu ""promo dapat berubah sewaktu waktu"" mengecewakan sebagai user tokped plus.",1,langgan tokopedia plus baru pakai berapa kali pakai eh diskon hari hapus kikir kok kikir banget terus guna apa tokped plus kalau kupon diskon enggak sesuai klaim awal tanya call center jawab template mulu promo ubah waktu waktu kecewa user tokped plus,14,positif
com.tokopedia.tkpd,saya akan kasih bintang 5 kalo voucher 5 ribu pertiap harinya kembali ke akun saya padahal saya udh member plus,1,kasih bintang kalo voucher ribu tiap hari akun padahal member plus,4,positif
com.tokopedia.tkpd,saya dintipu belanja di live pedia sebesar 320.000 toko cebery jawell,2,dintipu belanja live dia besar toko cebery jawell,-5,negatif
com.tokopedia.tkpd,transaksi yang sangat mudah promo super banyak senang sekali menggunakan Tokopedia,5,transaksi sangat mudah promo super banyak senang sekali guna tokopedia,-8,negatif
com.tokopedia.tkpd,muda belanja tak ada gendala lancar terus tokopedia,1,muda belanja tak gendala lancar terus tokopedia,-7,negatif
com.tokopedia.tkpd,"beli barang masih dalam kota tapi nunggu sampai 2 minggu, di lacak paket diajak keliling-keliling trus disimpan digudang. mana gk ada kompensasinya lagi bukan main nih tokped..makin kesini malah makin kesana",5,beli barang kota tunggu minggu lacak paket ajak keliling keliling terus simpan gudang mana enggak kompensasi bukan main nih tokped makin kesini malah makin kesana,-5,negatif
com.tokopedia.tkpd,"sangat disayangkan,pihak CFS, tokopedia dengan pihak jasa ekspedisinya, tidak bisa menyelesaikan masalah, selalu janji janji, tapi tidak terselesaikan, tidak konsisten dalam menyelesaikan permasalahan yang ada, bikin kapok pelanggan",1,sangat sayang pihak cfs tokopedia pihak jasa ekspedisi tidak selesai masalah selalu janji janji tidak selesai tidak konsisten selesai masalah bikin kapok langgan,-46,negatif
com.tokopedia.tkpd,Sumulen😂,5,sumulen,0,negatif
com.tokopedia.tkpd,"ketika retur barang refundnya lama ribet, ga kya kompetitor lain...",1,retur barang refundnya lama ribet enggak kaya kompetitor,-10,negatif
com.tokopedia.tkpd,Dengan adanya kebijakan menghilangkan benefit Rp. 5000 di akun plus. saya beserta member plus lainnya menggugat admin tokopedia. Karena apa? Harga di beli barang jauh diatas standard + Langganan Plus Mahal2 rugi kalo gaada benefitnya dimana 1 bulan Plus Setara 42 bulan plus di aplikasi sebelah. Ongkir dengan berat lebih 1 kg tidak wajar dimana lebih mahal ongkirnya daripada barangnya. Fitur Pengembalian barang sangat ribet dan cs tidak membantu sama sekali yang dimana dibalas AI,1,ada bijak hilang benefit rp akun plus serta member plus lain gugat admin tokopedia apa harga beli barang jauh atas standard langgan plus mahal rugi kalo enggak ada benefitnya bulan plus tara bulan plus aplikasi belah ongkir berat lebih kg tidak wajar lebih mahal ongkirnya barang fitur kembali barang sangat ribet cs tidak bantu sama sekali balas ai,-54,negatif
com.tokopedia.tkpd,ribet kalau mau balikin uang jika salah barang,1,ribet kalau mau balikin uang salah barang,-10,negatif
com.tokopedia.tkpd,belanja kfc dari voucher tokopedia saldo di potong namun voucher nya nggak muncul²,1,belanja kfc voucher tokopedia saldo potong voucher nya enggak muncul,0,negatif
com.tokopedia.tkpd,"mantap nih, banyak diskon nya disini mantap mantap",5,mantap nih banyak diskon nya sini mantap mantap,14,positif
com.tokopedia.tkpd,"woy toko seller jangan di persulit,banyak chat dan pesanan gak di proses karena gak ada notif,mau pasang produk aja ribet dan susah harus gabung tiktok",1,woy toko seller jangan sulit banyak chat pesan enggak proses enggak notif mau pasang produk ribet susah gabung tiktok,-11,negatif
com.tokopedia.tkpd,Habis update malah nyepam kayak iklan jud dol,2,habis update malah nyepam kayak iklan jud dol,-3,negatif
com.tokopedia.tkpd,"kecewa berat transaksi tidak di kirim sudah di bayar, refound nya saldo toped dan akun toped saya kartunnya sudah hilang, sedangkan transaksi harus ada kaitan nya dengan nomor yang hilang., cs susah banget di hubungi ga bisa ngatasi permasalahan parah banget",1,kecewa berat transaksi tidak kirim bayar refound nya saldo toped akun toped kartun hilang transaksi kait nya nomor hilang cs susah banget hubung enggak ngatasi masalah parah banget,-16,negatif
com.tokopedia.tkpd,"maf ratting nya aku kurangi, tolong lah yg punya apk ini di perbaiki lg, pas di lihat harga barang murah, giliran udh d chek out hrga melambung tinggi anjirr kadang pun barag yg d pesan tdk sepadan dgn hrga yg sangt tinggi , udh pengiriman nya lambat kadang ngk ada notifikasi tiba2 barag di reture ini kyk mna ya konsep nya, 😡😡 jgn bwt yg lain kecewa beda banget sma barag di toko Oren,",1,maf ratting nya aku kurang lah punya apk baik pas lihat harga barang murah gilir chek out hrga lambung tinggi anjir kadang barag pesan tidak padan hrga sangat tinggi kirim nya lambat kadang enggak notifikasi tiba barag reture kayak mana konsep nya marah marah jangan buat kecewa beda banget sama barag toko oren,-17,negatif
com.tokopedia.tkpd,sangat membantu 👍,5,sangat bantu bagus,-13,negatif
com.tokopedia.tkpd,"Ada perbedaan harga saat sebelum & sesudah pilih pembayaran. Di ringkasan pembayaran tidak ada. Tiba2 aja ada kenaikan harga saat mau membayar. Langganan plus 150rb/bln yang didapat free ongkir & voucher 5rb tiap hari. tiba2 hari ini hilang vouchernya tanpa pemberitahuan. Sebelah cuma 29.900, itupun untuk 6 bulan. Dan dapat voucher gratis tiap hari. Semakin lama pelayanannya menurun.",1,beda harga pilih bayar ringkas bayar tidak tiba naik harga mau bayar langgan plus ribu bulan dapat free ongkir voucher ribu tiap hari tiba hari hilang vouchernya pemberitahuan belah cuma itu bulan voucher gratis tiap hari makin lama layan turun,-25,negatif
com.tokopedia.tkpd,gratis ongkir aja ga ada parah,1,gratis ongkir enggak parah,-1,negatif
com.tokopedia.tkpd,udah beli diskon plus mahal mahal malah tiba tiba hilangin voucher 5k,1,beli diskon plus mahal mahal malah tiba tiba hilang voucher,2,positif
